artist,song,lyrics,complexity,swear_words_ratio
monstrosity,slaves and masters,"Born of the earth and universe Evolving limitless potential Shedding the skin of the life once lived Open your mind as it was the day you were born Your religion is a waste of time! Striving harder, ever harder To please individual gods They follow blindly, lives are wasted Slaves and masters of ourselves Life is the first step In the stairs that lead to the infinite Death unlocks the doors To the path towards the meaning of existence Soar through the subconscious mind Unlock the mysteries of the soul Drown in the essential knowledge That we're all gods on our own Born of the earth and universe Evolving limitless potential Shedding the skin of the life once lived Open your mind as it was the day you were born Your religion is a waste of time! Slaves and masters ",3.1,0.0
monstrosity,the fall of eden,[instrumental] ,10.1,0.0
monstrosity,wave of annihilation,"Years have passed still the one remains sole survivor of a world in flames world of flames Last of an endangered breed  lone survivor of this tragedy  solitude inherits humanity  doomed forever to obscurity  echoing memories of those deceased  tear at the remnants of sanity  within the mind of the last to be Through rivers of ash that layer the ground  search for life never found  cannot be, yet one survives  contemplate this worlds demise  dead haunt the living until it dies Towering wave  consuming flames  A shattered world  in the wake of this storm [REPEAT 1] ",7.6,0.008064516129032258
monstrosity,in dark purity,"Born in the dawn of a new era Existing in the vast confines of infinity. Reaching out toward the light Reaching out to burn alive. Breath down in the sea of desperation Engulfed in the burning wrath Of the beast inside, Devoid of life. In the flesh it lies The soul a portrait of rage Which dwels beyond the eyes. Its hunger devours from inside Wrenching your soul until it cannot be In dark purity. In the flesh it lies In dark purity. Alone inside The screaming silence will not die; It beckons me To the things the silence screams. ",13.0,0.009009009009009007
monstrosity,all souls consumed,"Engulfed by my aggression All souls consumed like this. Looking upon your body, Upon your flesh empty of life and cold. A female virgin body Lifeless so pale the skin. Dead stare with eyes wide open Unto your flesh I give myself. Power, complete control Engulfed by my aggression. All souls consumed like this. Burning is my desire To see this lifeless body bare before me. The tears of sheer terror I taste the pain, my pleasure. Upon my skin her virgin blood Forced submission, My dark intention is my power, Complete control. Engulfed by my aggression, All souls consumed like this... ",3.1,0.0
monstrosity,darkest dream,,10.5,0.02479338842975207
monstrosity,devious instinct,The perfect prey Deliverance of your end The rebellion commands Your doom has now been sealed Devious Instinct The killing of all future Resistance failing Vindictive torture The storm churns violent no one stands in the eye! Resuscitate Led to the edge of your life To be struck down Inflicted punishing blows Infiltrate Altering cells defusing your mind The regime of hate This vengeance cannot be denied Calculated crimes There's no defense This temptation will destroy your life Retaliation can't commence The dream which you have has been fading into none The war that you face has been waged by a fallen world DEVIOUS INSTINCT! The slaughter has now begun Resistance failing Vindictive torture The storm churns violent no one stands in the eye! Calculated crimes There's no defense This temptation will destroy your life Retaliation can't commence The dream which you have has been fading into none The war that you face has been waged by a fallen world Devious Instinct The killing of all future Resistance failing Vindictive torture The storm churns violent no one stands in the eye! By PhMetal ,10.5,0.02877697841726619
monstrosity,dust to dust,"Hey you father For you have sinned Why did you love Let this life begin I'm not your savior I'm not your son A forgotten boy Abandoned creation With these final words I pull the switch We turn to dust, dust to dust My name is like the kiss of death And when we embrace we turn to dust With these final words I pull the switch We turn to dust, dust to dust My name is like the kiss of death And we embrace we turn to dust----- Turn to dust------ Ooh, oh Mother, father, you've answered me Your souless son, your thing that should not be A brilliant people, upons to doubt You gave me life, but took the soul away With these final words I pull the switch We turn to dust, dust to dust My name is like the kiss of death And when we embrace we turn to dust With these final words I pull the switch We turn to dust, dust to dust My name is like the kiss of death Ashes to ashes, dust to dust----- Dust to dust-----  Now, we we belong dead We belong dead, we belong dead We belong----- Oh With these final words I pull the switch We turn to dust, dust to dust My name is like the kiss of death And when we embrace we turn to dust  With these final words I pull the switch We turn to dust, dust to dust My name is like the kiss of death And when we embrace we turn to dust------ We turn to dust.------ ",6.3,0.02469135802469136
monstrosity,embraced by apathy,"Raise in the screams of the dying light; Born into tragedy, Existing violently. Forced disregard of all humanity Product of a war. Where a generation of souls, Embraced by apathy, Caressed by dying energy. Released from the bodies Who can't adapt The weak are attacked. Horror Forced into life is this genocide. Where endless blood saturates the eyes Of those who kill prepared to die. Their hunger craving life. Embrace their minds Their apathy keeps them blind. Surely our demise Within their screams we die. In vain, force in the blade. Voluntary plague injected foolishly Answer to a life obscurity. Product of a mind Where a generation Has drowned themselves in stupidity. Project aggressively Choking on the blood of their enemies Their searching for ",8.2,0.009433962264150943
monstrosity,fatal millennium,Destroyers of the world before Underneath a deeper realm Parallels in their shallow common ground Brings the destruction of their will The racing minds of the sickened Holding fast to a world so vast Empty beings so convinced In the end is when their time begins Rivaled like none before Unchallenged in the face of hate Adorned with the tides of atrophy Formed from the injected fallacy Faced with concepts of reality Beginning with the experiment Betrayal will come at the first sight of blood In the trenches of corruption Efforts to ignite the plan Undermining will has now unfoiled Deviation of their conflict demands Rising constant turmoil Rivaled like none before Unchallenged in the face of hate Adorned with the tides of atrophy The fatal millennium-- Exists!-- Within their molecular minds A worldless philosophy-- Transgress!-- Against societies rise And the ills of technology-- Resist!-- Their formidable ties And the rise of our obscurity-- Erase!-- Their subliminal crimes Begin the tides of atrophy Forced fed apocalypse Conspiracy denies truth Deceptive vows cannot be stopped Their lies feed the youth Caustic fashions become the trend To embellish the foolish engaged deep within Unidirectional patterns soon blend Media blitz Propels their gain Brain wash tactics For a propaganda storm Destroyers of the world take hold Undermining will now takes control FATAL! MILLENNIUM!... By PhMetal ,8.5,0.04477611940298507
monstrosity,from wrath to ruin,With open eyes No longer tortured by sermons of lies Watching it die  Faith crumbles as the angels they bleed [#1] Losing grip on reality Behind the shield of crumbling faith  Now the mighty have fallen  Left alone to suffer their fate Religion is lost in spiraling descension  Ending at last the reign of the divine [REPEAT 1] The world opens its eyes No longer paralyzed by sermons of lies Broken chains of deceit Faith of absurdity faces defeat This wrath becomes your ruin From Wrath To Ruin... ,7.2,0.0423728813559322
monstrosity,horror infinity,,6.7,0.03763440860215054
monstrosity,hymns of tragedy,"Open your mind; see beyond your realm Into the eyes where such horrors dwell. Singing the hymns of this tragedy Are the voices of the suffering. The end of our time drawing near As displayed in the face of the tortured ones. Entombed in their graves Voices still screaming for salvation. That will never come As thousands more die, The screams remain For the ears of the living. Reminding them all of their death Hear their cries Hymns of tragedy. Rising from within the flames As the skin of the face slowly melts away The flesh becomes ash Screaming is ceased by the touch of death But those who have seen. Screams of the burning child Within their mind. The cries still ring, Suffering, waiting for death. Hear their cries Hymns of tragedy. ",7.3,0.027649769585253458
monstrosity,immense malignancy,,7.3,0.027649769585253458
monstrosity,imperial doom,,6.8,0.04938271604938271
monstrosity,a casket for the soul,Repulsive actions burning impressions on the soul Cascading wave of failure relinquish all control The grasp of terror crushing a fleeting sense of hope and then the same hand closes a casket for the soul This affliction will finalize your sanity To descension encompassing your very being  Suffocation within the tomb behind  the eyes of a being aspiring to its demise  Termination forsaken for the suffering  which embraces every fiber of your living being  and disposing the withered remnants of a man  in a tomb constructed for a tortured mind. Drained of all sense and reason  Your very soul devolves  into a state of grotesque  Human deficiency [REPEAT 1] ,6.6,0.02836879432624113
as they sleep,the third reich,,7.2,0.0423728813559322
as they sleep,to the republic,,7.8,0.009259259259259259
as they sleep,the darkest ages,,7.6,0.010204081632653059
as they sleep,god of war,,7.9,0.05925925925925926
as they sleep,attila,,7.2,0.03125
as they sleep,poseidon,,10.5,0.02479338842975207
as they sleep,oracle of the dead,,8.8,0.007751937984496123
as they sleep,ritual,INSTRUMENTAL ,5.5,0.0075187969924812035
oceano,lucid reality,Lucid dream states remotely view A new landscape upon the horizon Upon the horizon As the vessel rests Let your spirit escape towards the stars As the vessel rests Let your spirit escape Project past the stars Departing from the body to hold no true form The conscious mind is one converged with the soul Departing from the body to hold no true form The conscious mind is one converged with the soul To exit this world Escape this world Telepathy guides you As you slip through the dream realm You will be taken To a new home and astral plane You will be taken To a new home and astral plane You will be taken By the ascendants The ancients guide a path to your salvation The ancients guide a path towards your ascension Separate and ascend Before this all meets an end Separate and ascend ,10.5,0.02877697841726619
oceano,path to extinction explicit,,5.7,0.007042253521126761
oceano,the great tribulation explicit,"Accelerated and elevated. Spared from imminent destruction. Crossing through the umbra of a deceased planet. Passing of many suns, towards the nearest location where the portals open. A celestial bridge of transport grants preservation. A new era encroaches. Still there's much to accomplish. Dropped in a strange unknown. Nothing but hope is promised. Nothing but hope is promised. Dropped in a strange unknown. Nothing but hope is promised. Nothing but hope is promised. The Challenge, To unlearn what they once knew, To not repeat the past with the same outcome. Soon the tribulations of few Shall return to haunt the many. Inherent lust for chaos and depravity. Returning is the lust for chaos and depravity. Returning is the lust for chaos and depravity. Returning is the lust for chaos and depravity. Returning is the lust for chaos and depravity. The tribulations of few Return to haunt the many. Those chosen by the Ascendants, They have lost their way. Relapsing back to deconstruction. Rebuilding constraints which kept their minds in suppression. Segregation between the species turns aggressive. Man develops currency. Implementing law enforcement, Outbreaks of violence escalate. Those chosen by the Ascendants they have lost their way. What will become of their colony? Humanity has lost its way. Humanity has lost its way. Humanity has lost its way. ",5.4,0.037037037037037035
oceano,dark prophecy,"Adhere to a new prophecy Fear this dying earth The bleeding out of humanity Too long have you let your faith damn you to burn While the world crumbles deep under And your faces still drown in the scriptures How long till you look past the sky? How long till you deny? How long till you live more than sacrifice? It can't begin until the sleeper awakens Denounce the falsehoods of salvation An unforgivable sin, no matter how you repent It's your fault your home planet is fucked It's your fault earth is fucked It's your fault And as they look down Our ascendants in disgrace Something becomes clearer now Earth is diseased and humans are the plague ",4.6,0.020618556701030927
oceano,fractured frames scattered flesh,"As the atmos- atmosphere gradually continues to dissipate an invisible pressure increases in irregular strength. Soon this worl shall crumble beneath its own foundation. A neglected stronghold of protection has been penetrated. Who shall we place the blame? You're held responsible for your own end. Implemented by ignorance, provoke by your arrogance. Do not attempt to kneel or repent. You've earned this punishment. Slowly oxygen escapes from your diaphragm. You had your chance and you did not listen. Upon the population gravity unleashes its overbearing weight. Your fragile spines instantancously crused. Crowds reduced to fractured frames, scattered flesh ",4.6,0.020618556701030927
oceano,majestic 12,No disclosure in sight Mankind's bound tight under an endless opression Sanctions to weaponize a deep web of misinformation Misguised remains the masses Deeper research brings forth misdirection Your Knowledge restricted They hold the truth And hide it right in front of you False documents and hoaxes continue Misguised the masses remain. Their esoteric agenda goes unnoticed The black curtain must be lifted Come together and demand disclosure The Black curtain must be lifted ,5.4,0.037037037037037035
born of osiris,machine,Take another look at yourself Tell me what do you see? What do you see? Your soul's reflection Is it What it used to be? So take another look at yourself Tell me what do you see? Answers revolve around our heads Like figures of our imagination Measures are taken to purge pleasure and take life in as pain This is bigger than you and me Cuz this is bigger than you and me Alarms as you wake from this dream Human fellowship is sacred Cuz this is bigger than you and me Take another look at yourself Tell me what do you see? What do you see? Your soul's reflection Is it What it used to be? So take another look at yourself And tell me what do you see? As we move along waiting here Our days repeat and increase Your default setting Runs your life secretly Which direction are you heading Escape the pressure This is bigger than you and me Alarms as you wake from this dream Human fellowship is sacred Cuz this is bigger than you and me Alarms as you wake from this dream Human fellowship is sacred Cuz this is bigger than you and me Separate yourself from the machine Embrace your own identity Separate yourself from the machine Embrace your own identity Escape the pressure Take another look at yourself Tell me what do you see? What do you see? Your soul's reflection Is it What it used to be? So take another look at yourself Tell me what do you see? Your soul's reflection Is it what it used to be? Your soul's reflection Is it what it used to be? What do you see? ,9.7,0.027777777777777776
born of osiris,tidebinder,"Unbind me from this cage I'm living in From which I can't escape I need to get away Unbind me from this prison, controlling so demanding All colorless and grey I can't take this expectations are getting in the way Living in Silence Sheltered and afraid If this is all that life is Then get me the fuck away Its the timing reveal yourself Now unbind me A cry for help Open your eyes and make your story worth while Reveal yourself We've already come this far now its much too late to give in Into security its frightening how numb it feels Deny, don't descend into the grey Running from your issues is not a strategy Restart, invent a new reality A cry for help Unbind me from this cage I'm living in From which I can't escape I need to get away Unbind me from these shadows expanding suffocating So dark and full of hate As I'm leaving opposition is holding me in place ",14.6,0.06091370558375635
born of osiris,goddess of the dawn,"It's time to react It's holding me back If the design was built to fail Can we avoid our absolute destruction Could you feel a sense of doubt The first sign arrived and showed us something real Don't hide away don't consume and delay Begin to trace the truth of our ways Feel the need to see a direction So we color in these imperfections Don't hide away, don't hide away Don't hide away Begin to trace, the truth of our ways I can safely say, it's love that connects us When the weight of the world starts to break you Gravity brings you down to reality Will you lift up and join me in the clouds Or stay planted to the ground Will you cleanse your hands and eyes From future corrupted minds Don't hide away don't consume and delay Begin to trace the truth of our ways Feel the need to see a direction So we color in these imperfections Don't hide away, don't hide away Don't hide away Begin to trace, the truth of our ways I can safely say, it's love that connects us Don't hide away, don't hide away Don't hide away Begin to trace, the truth of our ways I can safely say, it's love that connects us Escape from the body the bones and the flesh Integrate soul in galactic distress Layers and years tension and fright The creatures beyond us in disguise ",3.1,0.0
born of osiris,the new reign,"I can't take this Giver to the waves I have come to destroy I will lift this inhibition and we dawn the new day This is a shame calling this name out of reach Out of mind And with nothing left to gain, we overcome the mundane And with nothing left to gain, a new reason to live And with nothing to gain, we are the new reign Sacrifice your own inspirations The price tags on temptations ",8.2,0.02083333333333333
origin,obsolescence,,10.7,0.020618556701030927
origin,infliction,"My life's scars run so deep Deep as in before birth Some things just won't ever change Feed myself some more pain Bad memories of childhood Corrupting innocence Not teaching me, misleading me Leaving me on my own Why questioning? No answering This shit's just so fucked up Ignoring my own personal Self characteristics Why no one was there to look after me Torn in between myself Lost everything taken away from me Words they can't hear, deaf to hear Born out of somebody's audacity Not given a fair chance Lies spoken in words that I do not know Pain teaching me suffering I can't ignore my feelings My own hostility Wearing my hate on my face Look into my eyes How in the world could you take care of me? You could not care for you I'm left with these horrible memories Time easing me, freeing me Rise out of my conscious suppression And ask what the fuck? What for? Truth wakes in me from my experience Laugh wondering what it means Do not create so blindly Better your offerings Lives are at stake Don't deny us the future Powers beyond in our hands Ask yourself what it means Never forget to look deep Finding thyself Laws I was reborn with God-like in character Choice to create I will not make that choice Severing of my blood Extinction of my flesh By my own hand I can't deceive myself Childhood wars, I suffered through them, my institution Some pain will last like time unchanged Cannot forget, lost in illusion, trapped in confusion Stress overwhelms my peace of mind I was born from demons From souls so far from peace Ask where they came from Woke with them, spoke with them They too came from demons Where can we all find peace? Life should mean so much more Peace will come when we sleep To live is to suffer tragically My life is complete hell, infliction I know I am not alone, suffering We all have our own shit, infliction Grasping of all meaning inside myself What we must all endure Constant awakening of what my spirit brings Breathe from my strength, child of ignorance Living in infliction, multiplied misery Just part of birth, this is the consequence What do I ask myself? This shit's just got to change Some pain will last, living in infliction ",10.1,0.021739130434782608
origin,permanence,,10.1,0.02538071065989848
extol,void,sometimes just like when the seasons linger I slowly find myself undercurrent within the vortex of our time come closer whisper your name lean over I wish you would stay a little longer sink into my ear your words I pray will keep me safe and my flesh a little warmer the void I sigh when I hesitate the cold outside I will undertake otherness I sense the motion my catatonic shell clad in fire golden gray to all others you are a stranger veiled in mistery uninvited thief bringer of light drift into night soar on the wings of a new dawn where winds blow in houses of hollow and water runs through statues of salt ,15.2,0.07531380753138077
extol,work of art,"The whisper of a weak winter breeze Wakes the trees to life The sun slowly rises Behind a mountain Covered in a cape of snow My gaze wanders Past an eternity of blue The clouds gather and shadows the earth From them the rain falls Like torrential streams Part of a cycle of life and death The wind rises and invites the waters To a wild and incomprehensible dance A crack in the clouds, light from the sun A huge and beautiful bow With all its colours Reminding everyone of the promise The sight of this unique nature Surprises my soul With a peaceful joy The clouds take over The magnificence of the sun The contour of the moon far away And the sparkling of the stars On a night blue sky King of the night And servants of the night Silence rules the hours of darkness And lets us rest Or reflect on this incredible work In the hands of humanity ",5.8,0.0339943342776204
extol,where sleep is rest,[Music: O. Brud] ,10.5,0.04451038575667656
